Name,Pokedex Number,Types,Height,Weight,Abilities,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Moves
Chespin,0650,['Grass'],0.4 m (1′04″),9.0 kg (19.8 lbs),"['Overgrow', 'Bulletproof']",56,61,65,48,45,38,313,"{'Wide Guard', 'Giga Drain', 'Seed Bomb', 'Curse', 'Quick Guard', 'Shadow Claw', 'Grass Pledge', 'Dig', 'Rest', 'Iron Head', 'Pain Split', 'Low Kick', 'Leaf Storm', 'Metal Claw', 'Thunder Punch', 'Sunny Day', 'Brick Break', 'Reflect', 'Endeavor', 'Rock Tomb', 'Solar Beam', 'Growl', 'Leech Seed', 'Spikes', 'Bite', 'Rock Slide', 'Roar', 'Belly Drum', 'Super Fang', 'Facade', 'Sleep Talk', 'Drain Punch', 'Aerial Ace', 'Fling', 'Swift', 'Helping Hand', 'Rollout', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Zen Headbutt', 'Body Slam', 'Focus Punch', 'Endure', 'Substitute', 'Pin Missile', 'Bullet Seed', 'Grass Knot', 'Rain Dance', 'Poison Jab', 'Energy Ball', 'Grassy Glide', 'Magical Leaf', 'Wood Hammer', 'Stomping Tantrum', 'Protect', 'Grassy Terrain', 'Vine Whip', 'Take Down', 'Synthesis', 'Trailblaze'}"
Quilladin,0651,['Grass'],0.7 m (2′04″),29.0 kg (63.9 lbs),"['Overgrow', 'Bulletproof']",61,78,95,56,58,57,405,"{'Wide Guard', 'Giga Drain', 'Seed Bomb', 'Curse', 'Quick Guard', 'Shadow Claw', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Pain Split', 'Low Kick', 'Grass Pledge', 'Leaf Storm', 'Metal Claw', 'Bulk Up', 'Thunder Punch', 'Sunny Day', 'Brick Break', 'Reflect', 'Stone Edge', 'Rock Tomb', 'Endeavor', 'Solar Beam', 'Growl', 'Leech Seed', 'Spikes', 'Bite', 'Rock Slide', 'Roar', 'Belly Drum', 'Super Fang', 'Facade', 'Sleep Talk', 'Drain Punch', 'Aerial Ace', 'Fling', 'Swift', 'Helping Hand', 'Taunt', 'Rollout', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Zen Headbutt', 'Body Slam', 'Focus Punch', 'Endure', 'Substitute', 'Pin Missile', 'Bullet Seed', 'Grass Knot', 'Rain Dance', 'Poison Jab', 'Energy Ball', 'Grassy Glide', 'Magical Leaf', 'Wood Hammer', 'Stomping Tantrum', 'Low Sweep', 'Protect', 'Grassy Terrain', 'Vine Whip', 'Take Down', 'Gyro Ball', 'Synthesis', 'Trailblaze'}"
Chesnaught,0652,"['Grass', 'Fighting']",1.6 m (5′03″),90.0 kg (198.4 lbs),"['Overgrow', 'Bulletproof']",88,107,122,74,75,64,530,"{'Wide Guard', 'Giga Drain', 'Shadow Claw', 'Iron Defense', 'Coaching', 'Low Kick', 'Bulk Up', 'Brick Break', 'Reflect', 'Bite', 'Earthquake', 'Spiky Shield', 'Fling', 'Smack Down', 'Double-Edge', 'Taunt', 'Tera Blast', 'Bulldoze', 'Zen Headbutt', 'Focus Blast', 'Endure', 'Gyro Ball', 'Mud-Slap', 'Body Press', 'Swords Dance', 'Curse', 'Thunder Punch', 'Hyper Beam', 'Stone Edge', 'Endeavor', 'Close Combat', 'Leech Seed', 'Rock Slide', 'Belly Drum', 'Sleep Talk', 'Helping Hand', 'Bullet Seed', 'Rain Dance', 'Grassy Glide', 'Stomping Tantrum', 'Vine Whip', 'Take Down', 'Trailblaze', 'Grass Pledge', 'Rest', 'Knock Off', 'Hammer Arm', 'Metal Claw', 'Sunny Day', 'Rock Tomb', 'Spikes', 'Scary Face', 'Swift', 'Rollout', 'Focus Punch', 'Body Slam', 'Pin Missile', 'Poison Jab', 'Wood Hammer', 'Grassy Terrain', 'Synthesis', 'High Horsepower', 'Frenzy Plant', 'Seed Bomb', 'Quick Guard', 'Dig', 'Iron Head', 'Pain Split', 'Crunch', 'Leaf Storm', 'Giga Impact', 'Feint', 'Solar Beam', 'Growl', 'Roar', 'Facade', 'Super Fang', 'Drain Punch', 'Aerial Ace', 'Reversal', 'Mud Shot', 'Substitute', 'Grass Knot', 'Energy Ball', 'Magical Leaf', 'Dragon Claw', 'Low Sweep', 'Protect', 'Tackle'}"
Fennekin,0653,['Fire'],0.4 m (1′04″),9.4 kg (20.7 lbs),"['Blaze', 'Magician']",40,45,40,62,60,60,307,"{'Flame Charge', 'Calm Mind', 'Tail Whip', 'Imprison', 'Rest', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Burning Jealousy', 'Magic Room', 'Wish', 'Overheat', 'Solar Beam', 'Facade', 'Sleep Talk', 'Foul Play', 'Skill Swap', 'Fire Blast', 'Psyshock', 'Swift', 'Psychic', 'Helping Hand', 'Tera Blast', 'Psychic Terrain', 'Mud Shot', 'Trick Room', 'Endure', 'Substitute', 'Howl', 'Grass Knot', 'Rain Dance', 'Trick', 'Light Screen', 'Copycat', 'Fire Spin', 'Flamethrower', 'Agility', 'Protect', 'Flare Blitz', 'Psybeam', 'Take Down', 'Charm', 'Scratch', 'Mud-Slap', 'Stored Power', 'Ember', 'Hypnosis', 'Encore', 'Fire Pledge'}"
Braixen,0654,['Fire'],1.0 m (3′03″),14.5 kg (32.0 lbs),"['Blaze', 'Magician']",59,59,58,90,70,73,409,"{'Flame Charge', 'Calm Mind', 'Tail Whip', 'Imprison', 'Rest', 'Low Kick', 'Fire Punch', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Thunder Punch', 'Burning Jealousy', 'Magic Room', 'Wish', 'Overheat', 'Solar Beam', 'Facade', 'Sleep Talk', 'Foul Play', 'Skill Swap', 'Fire Blast', 'Psyshock', 'Swift', 'Psychic', 'Helping Hand', 'Tera Blast', 'Psychic Terrain', 'Mud Shot', 'Zen Headbutt', 'Trick Room', 'Endure', 'Substitute', 'Howl', 'Grass Knot', 'Rain Dance', 'Trick', 'Light Screen', 'Copycat', 'Fire Spin', 'Flamethrower', 'Agility', 'Protect', 'Flare Blitz', 'Psybeam', 'Take Down', 'Charm', 'Scratch', 'Mud-Slap', 'Stored Power', 'Ember', 'Hypnosis', 'Encore', 'Fire Pledge'}"
Delphox,0655,"['Fire', 'Psychic']",1.5 m (4′11″),39.0 kg (86.0 lbs),"['Blaze', 'Magician']",75,69,72,114,100,104,534,"{'Psychic Noise', 'Flame Charge', 'Calm Mind', 'Tail Whip', 'Confuse Ray', 'Imprison', 'Rest', 'Hyper Voice', 'Low Kick', 'Fire Punch', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Thunder Punch', 'Reflect', 'Giga Impact', 'Hyper Beam', 'Burning Jealousy', 'Future Sight', 'Magic Room', 'Wish', 'Switcheroo', 'Mystical Fire', 'Overheat', 'Solar Beam', 'Hex', 'Facade', 'Sleep Talk', 'Foul Play', 'Skill Swap', 'Nasty Plot', 'Blast Burn', 'Fire Blast', 'Psyshock', 'Swift', 'Psychic', 'Dazzling Gleam', 'Role Play', 'Helping Hand', 'Psych Up', 'Tera Blast', 'Psychic Terrain', 'Mud Shot', 'Zen Headbutt', 'Focus Blast', 'Trick Room', 'Endure', 'Substitute', 'Howl', 'Grass Knot', 'Rain Dance', 'Trick', 'Expanding Force', 'Light Screen', 'Copycat', 'Fire Spin', 'Shadow Ball', 'Flamethrower', 'Agility', 'Protect', 'Flare Blitz', 'Psybeam', 'Take Down', 'Charm', 'Scratch', 'Mud-Slap', 'Stored Power', 'Ember', 'Hypnosis', 'Encore', 'Fire Pledge', 'Scorching Sands', 'Metronome', 'Night Shade'}"
Froakie,0656,['Water'],0.3 m (1′00″),7.0 kg (15.4 lbs),"['Torrent', 'Protean']",41,56,40,62,44,71,314,"{'Quick Attack', 'Water Gun', 'Pound', 'Water Pulse', 'Hydro Pump', 'Dig', 'Rest', 'Thief', 'Rock Tomb', 'Toxic Spikes', 'Switcheroo', 'Growl', 'Snowscape', 'Spikes', 'Rock Slide', 'Ice Beam', 'Facade', 'Sleep Talk', 'Liquidation', 'Water Pledge', 'Blizzard', 'Aerial Ace', 'Double Team', 'Fling', 'Smack Down', 'Swift', 'Icy Wind', 'U-turn', 'Taunt', 'Helping Hand', 'Tera Blast', 'Lick', 'Smokescreen', 'Mud Shot', 'Counter', 'False Swipe', 'Waterfall', 'Substitute', 'Endure', 'Surf', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Chilling Water', 'Retaliate', 'Bounce', 'Protect', 'Round', 'Take Down', 'Mud-Slap', 'Trailblaze'}"
Frogadier,0657,['Water'],0.6 m (2′00″),10.9 kg (24.0 lbs),"['Torrent', 'Protean']",54,63,52,83,56,97,405,"{'Quick Attack', 'Water Gun', 'Pound', 'Water Pulse', 'Hydro Pump', 'Dig', 'Rest', 'Low Kick', 'Thief', 'Rock Tomb', 'Toxic Spikes', 'Switcheroo', 'Growl', 'Snowscape', 'Spikes', 'Rock Slide', 'Ice Beam', 'Facade', 'Sleep Talk', 'Liquidation', 'Water Pledge', 'Blizzard', 'Aerial Ace', 'Double Team', 'Fling', 'Smack Down', 'Swift', 'Icy Wind', 'U-turn', 'Ice Punch', 'Taunt', 'Helping Hand', 'Lick', 'Smokescreen', 'Tera Blast', 'Mud Shot', 'Counter', 'False Swipe', 'Waterfall', 'Substitute', 'Endure', 'Surf', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Gunk Shot', 'Chilling Water', 'Retaliate', 'Bounce', 'Protect', 'Round', 'Take Down', 'Mud-Slap', 'Trailblaze', 'Swords Dance'}"
Greninja,0658,"['Water', 'Dark']",1.5 m (4′11″),40.0 kg (88.2 lbs),"['Torrent', 'Protean']",72,95,67,103,71,122,530,"{'Quick Attack', 'Water Gun', 'Pound', 'Water Pulse', 'Hydro Pump', 'Dig', 'Rest', 'Low Kick', 'Thief', 'Giga Impact', 'Brick Break', 'Hyper Beam', 'Rock Tomb', 'Toxic Spikes', 'Switcheroo', 'Growl', 'Snowscape', 'Spikes', 'Rock Slide', 'Ice Beam', 'Facade', 'Sleep Talk', 'Liquidation', 'Water Pledge', 'Blizzard', 'Upper Hand', 'Aerial Ace', 'Double Team', 'Sludge Wave', 'Fling', 'Smack Down', 'Swift', 'Role Play', 'Icy Wind', 'U-turn', 'Ice Punch', 'Taunt', 'Helping Hand', 'Lick', 'Smokescreen', 'Hydro Cannon', 'Tera Blast', 'Mud Shot', 'Counter', 'False Swipe', 'Night Slash', 'Shadow Sneak', 'Waterfall', 'Substitute', 'Endure', 'Dark Pulse', 'Surf', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Water Shuriken', 'Chilling Water', 'Gunk Shot', 'Retaliate', 'Low Sweep', 'Protect', 'Weather Ball', 'Take Down', 'Haze', 'Mud-Slap', 'Trailblaze', 'Extrasensory', 'Swords Dance'}"
Bunnelby,0659,['Normal'],0.4 m (1′04″),5.0 kg (11.0 lbs),"['Pickup', 'Cheek Pouch', 'Huge Power']",38,36,38,32,36,57,237,"{'Quick Attack', 'Dig', 'Rest', 'Iron Head', 'Iron Tail', 'Leer', 'Thief', 'Bulk Up', 'Brick Break', 'Stone Edge', 'Rock Tomb', 'Work Up', 'Spikes', 'Rock Slide', 'Facade', 'Super Fang', 'Sleep Talk', 'Earthquake', 'Fling', 'Attract', 'Double Kick', 'U-turn', 'Rollout', 'Bulldoze', 'Mud Shot', 'Flail', 'Defense Curl', 'Substitute', 'Snore', 'Endure', 'Surf', 'Grass Knot', 'Sandstorm', 'Sludge Bomb', 'Bounce', 'Laser Focus', 'Protect', 'Agility', 'Round', 'Tackle', 'Take Down', 'Mud-Slap', 'Payback', 'Swords Dance', 'Wild Charge'}"
Diggersby,0660,"['Normal', 'Ground']",1.0 m (3′03″),42.4 kg (93.5 lbs),"['Pickup', 'Cheek Pouch', 'Huge Power']",85,56,77,50,77,78,423,"{'Quick Attack', 'High Horsepower', 'Dig', 'Rest', 'Iron Head', 'Fire Punch', 'Low Kick', 'Leer', 'Iron Tail', 'Hammer Arm', 'Thunder Punch', 'Giga Impact', 'Thief', 'Brick Break', 'Hyper Beam', 'Bulk Up', 'Rock Tomb', 'Stone Edge', 'Wild Charge', 'Work Up', 'Spikes', 'Rock Slide', 'Facade', 'Super Fang', 'Sleep Talk', 'Earthquake', 'Foul Play', 'Fling', 'Attract', 'Brutal Swing', 'Earth Power', 'Double Kick', 'U-turn', 'Ice Punch', 'Rollout', 'Bulldoze', 'Mud Shot', 'Flail', 'Body Slam', 'Defense Curl', 'Substitute', 'Snore', 'Endure', 'Surf', 'Grass Knot', 'Gunk Shot', 'Sandstorm', 'Sludge Bomb', 'Mega Punch', 'Bounce', 'Mega Kick', 'Stomping Tantrum', 'Laser Focus', 'Protect', 'Agility', 'Round', 'Tackle', 'Take Down', 'Scorching Sands', 'Sand Tomb', 'Mud-Slap', 'Superpower', 'Payback', 'Swords Dance', 'Uproar'}"
Fletchling,0661,"['Normal', 'Flying']",0.3 m (1′00″),1.7 kg (3.7 lbs),"['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,278,"{'Air Cutter', 'Quick Attack', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Quick Guard', 'Rest', 'Heat Wave', 'Thief', 'Sunny Day', 'Tailwind', 'Air Slash', 'Overheat', 'Growl', 'Facade', 'Defog', 'Sleep Talk', 'Aerial Ace', 'Peck', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Taunt', 'Tera Blast', 'Flail', 'Feather Dance', 'Endure', 'Substitute', 'Steel Wing', 'Fly', 'Acrobatics', 'Rain Dance', 'Roost', 'Protect', 'Agility', 'Flare Blitz', 'Take Down', 'Ember', 'Swords Dance'}"
Fletchinder,0662,"['Fire', 'Flying']",0.7 m (2′04″),16.0 kg (35.3 lbs),"['Flame Body', 'Gale Wings']",62,73,55,56,52,84,382,"{'Air Cutter', 'Quick Attack', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Quick Guard', 'Rest', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Tailwind', 'Feint', 'Air Slash', 'Overheat', 'Growl', 'Facade', 'Defog', 'Sleep Talk', 'Aerial Ace', 'Fire Blast', 'Peck', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Taunt', 'Tera Blast', 'Flail', 'Feather Dance', 'Temper Flare', 'Endure', 'Substitute', 'Steel Wing', 'Fly', 'Acrobatics', 'Rain Dance', 'Roost', 'Protect', 'Agility', 'Fire Spin', 'Flamethrower', 'Flare Blitz', 'Take Down', 'Ember', 'Swords Dance'}"
Talonflame,0663,"['Fire', 'Flying']",1.2 m (3′11″),24.5 kg (54.0 lbs),"['Flame Body', 'Gale Wings']",78,81,71,74,69,126,499,"{'Air Cutter', 'Quick Attack', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Quick Guard', 'Rest', 'Heat Wave', 'Thief', 'Bulk Up', 'Sunny Day', 'Will-O-Wisp', 'Giga Impact', 'Tailwind', 'Hyper Beam', 'Feint', 'Air Slash', 'Overheat', 'Solar Beam', 'Growl', 'Facade', 'Defog', 'Sleep Talk', 'Upper Hand', 'Aerial Ace', 'Fire Blast', 'Peck', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Taunt', 'Tera Blast', 'Flail', 'Feather Dance', 'Temper Flare', 'Endure', 'Substitute', 'Steel Wing', 'Fly', 'Acrobatics', 'Rain Dance', 'Roost', 'Protect', 'Agility', 'Fire Spin', 'Flare Blitz', 'Flamethrower', 'Take Down', 'Ember', 'Swords Dance'}"
Scatterbug,0664,['Bug'],0.3 m (1′00″),2.5 kg (5.5 lbs),"['Shield Dust', 'Compound Eyes', 'Friend Guard']",38,35,40,27,25,35,200,"{'Bug Bite', 'Pounce', 'Struggle Bug', 'String Shot', 'Tera Blast', 'Poison Powder', 'Tackle', 'Stun Spore', 'Rage Powder'}"
Spewpa,0665,['Bug'],0.3 m (1′00″),8.4 kg (18.5 lbs),"['Shed Skin', 'Friend Guard']",45,22,60,27,30,29,213,"{'Bug Bite', 'Pounce', 'Struggle Bug', 'Tera Blast', 'Harden', 'Protect', 'Poison Powder', 'Iron Defense', 'Rage Powder'}"
Vivillon,0666,"['Bug', 'Flying']",1.2 m (3′11″),17.0 kg (37.5 lbs),"['Shield Dust', 'Compound Eyes', 'Friend Guard']",80,52,50,90,50,89,411,"{'Air Cutter', 'Confuse Ray', 'Giga Drain', 'Iron Defense', 'Rest', 'Gust', 'Thief', 'Giga Impact', 'Rage Powder', 'Sunny Day', 'Hyper Beam', 'Tailwind', 'Air Slash', 'Pollen Puff', 'Pounce', 'Struggle Bug', 'Solar Beam', 'Bug Bite', 'Facade', 'Sleep Talk', 'Skitter Smack', 'Swift', 'Hurricane', 'Psychic', 'U-turn', 'Sleep Powder', 'Tera Blast', 'Quiver Dance', 'Bug Buzz', 'Stun Spore', 'Endure', 'Substitute', 'Draining Kiss', 'Energy Ball', 'Rain Dance', 'Acrobatics', 'Light Screen', 'Protect', 'Poison Powder', 'Safeguard', 'Psybeam', 'Weather Ball', 'Supersonic'}"
Litleo,0667,"['Fire', 'Normal']",0.6 m (2′00″),13.5 kg (29.8 lbs),"['Rivalry', 'Unnerve', 'Moxie']",62,50,58,73,54,72,369,"{'Flame Charge', 'Dig', 'Hyper Voice', 'Rest', 'Crunch', 'Leer', 'Entrainment', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Endeavor', 'Work Up', 'Overheat', 'Solar Beam', 'Roar', 'Facade', 'Sleep Talk', 'Incinerate', 'Echoed Voice', 'Fire Blast', 'Snarl', 'Noble Roar', 'Swift', 'Double-Edge', 'Helping Hand', 'Taunt', 'Tera Blast', 'Bulldoze', 'Body Slam', 'Headbutt', 'Thunder Fang', 'Psychic Fangs', 'Endure', 'Substitute', 'Rain Dance', 'Acrobatics', 'Fire Fang', 'Yawn', 'Flamethrower', 'Fire Spin', 'Protect', 'Flare Blitz', 'Tackle', 'Take Down', 'Mud-Slap', 'Ember', 'Trailblaze', 'Wild Charge'}"
Pyroar,0668,"['Fire', 'Normal']",1.5 m (4′11″),81.5 kg (179.7 lbs),"['Rivalry', 'Unnerve', 'Moxie']",86,68,72,109,66,106,507,"{'Flame Charge', 'Dig', 'Hyper Voice', 'Rest', 'Crunch', 'Leer', 'Entrainment', 'Heat Wave', 'Thief', 'Will-O-Wisp', 'Sunny Day', 'Giga Impact', 'Endeavor', 'Hyper Beam', 'Burning Jealousy', 'Work Up', 'Overheat', 'Solar Beam', 'Roar', 'Facade', 'Sleep Talk', 'Incinerate', 'Echoed Voice', 'Fire Blast', 'Snarl', 'Noble Roar', 'Swift', 'Double-Edge', 'Helping Hand', 'Taunt', 'Tera Blast', 'Bulldoze', 'Body Slam', 'Headbutt', 'Thunder Fang', 'Psychic Fangs', 'Endure', 'Substitute', 'Dark Pulse', 'Temper Flare', 'Rain Dance', 'Acrobatics', 'Fire Fang', 'Yawn', 'Flamethrower', 'Fire Spin', 'Protect', 'Flare Blitz', 'Tackle', 'Take Down', 'Mud-Slap', 'Ember', 'Trailblaze', 'Wild Charge'}"
Flabébé,0669,['Fairy'],0.1 m (0′04″),0.1 kg (0.2 lbs),"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,303,"{'Calm Mind', 'Giga Drain', 'Seed Bomb', 'Baton Pass', 'Rest', 'Tearful Look', 'Disarming Voice', 'Sunny Day', 'Fairy Wind', 'Endeavor', 'Moonblast', 'Wish', 'Solar Beam', 'Pollen Puff', 'Facade', 'Sleep Talk', 'Swift', 'Psychic', 'Dazzling Gleam', 'Helping Hand', 'Tera Blast', 'Razor Leaf', 'Petal Dance', 'Petal Blizzard', 'Endure', 'Substitute', 'Alluring Voice', 'Misty Terrain', 'Draining Kiss', 'Grass Knot', 'Rain Dance', 'Energy Ball', 'Chilling Water', 'Magical Leaf', 'Copycat', 'Light Screen', 'Grassy Terrain', 'Protect', 'Vine Whip', 'Safeguard', 'Tackle', 'Charm', 'Stored Power', 'Synthesis', 'Trailblaze'}"
Floette,0670,['Fairy'],0.2 m (0′08″),0.9 kg (2.0 lbs),"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,371,set()
Florges,0671,['Fairy'],1.1 m (3′07″),10.0 kg (22.0 lbs),"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,552,"{'Psychic Noise', 'Calm Mind', 'Giga Drain', 'Seed Bomb', 'Baton Pass', 'Rest', 'Tearful Look', 'Giga Impact', 'Disarming Voice', 'Sunny Day', 'Endeavor', 'Moonblast', 'Hyper Beam', 'Solar Beam', 'Wish', 'Pollen Puff', 'Facade', 'Sleep Talk', 'Skill Swap', 'Swift', 'Psychic', 'Dazzling Gleam', 'Misty Explosion', 'Helping Hand', 'Tera Blast', 'Petal Dance', 'Petal Blizzard', 'Endure', 'Substitute', 'Alluring Voice', 'Misty Terrain', 'Draining Kiss', 'Grass Knot', 'Rain Dance', 'Trick', 'Energy Ball', 'Chilling Water', 'Magical Leaf', 'Copycat', 'Light Screen', 'Grassy Terrain', 'Protect', 'Safeguard', 'Charm', 'Stored Power', 'Synthesis', 'Trailblaze', 'Metronome'}"
Skiddo,0672,['Grass'],0.9 m (2′11″),31.0 kg (68.3 lbs),"['Sap Sipper', 'Grass Pelt']",66,65,48,62,57,52,350,set()
Gogoat,0673,['Grass'],1.7 m (5′07″),91.0 kg (200.6 lbs),"['Sap Sipper', 'Grass Pelt']",123,100,62,97,81,68,531,set()
Pancham,0674,['Fighting'],0.6 m (2′00″),8.0 kg (17.6 lbs),"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,348,"{'Quash', 'Arm Thrust', 'Power Trip', 'Shadow Claw', 'Quick Guard', 'Dig', 'Coaching', 'Rest', 'Crunch', 'Fire Punch', 'Low Kick', 'Leer', 'Seismic Toss', 'Entrainment', 'Thunder Punch', 'Hyper Voice', 'Sunny Day', 'Vital Throw', 'Brick Break', 'Bulk Up', 'Rock Tomb', 'Stone Edge', 'Work Up', 'Rock Slide', 'Facade', 'Drain Punch', 'Sleep Talk', 'Foul Play', 'Parting Shot', 'Fling', 'Attract', 'Helping Hand', 'Taunt', 'Ice Punch', 'Circle Throw', 'Bulldoze', 'False Swipe', 'Zen Headbutt', 'Body Slam', 'Substitute', 'Endure', 'Lash Out', 'Snore', 'Surf', 'Dark Pulse', 'Slash', 'Rain Dance', 'Gunk Shot', 'Grass Knot', 'Sludge Bomb', 'Mega Punch', 'Retaliate', 'Mega Kick', 'Low Sweep', 'Protect', 'Round', 'Tackle', 'Storm Throw', 'Superpower', 'Iron Head', 'Payback', 'Swords Dance', 'Uproar'}"
Pangoro,0675,"['Fighting', 'Dark']",2.1 m (6′11″),136.0 kg (299.8 lbs),"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,495,"{'Shadow Claw', 'Coaching', 'Low Kick', 'Leer', 'Seismic Toss', 'Thief', 'Bulk Up', 'Brick Break', 'Vital Throw', 'Earthquake', 'Foul Play', 'Fling', 'Taunt', 'Bulldoze', 'Zen Headbutt', 'Night Slash', 'Focus Blast', 'Endure', 'Snore', 'Surf', 'Sludge Bomb', 'Mega Punch', 'Storm Throw', 'Swords Dance', 'Uproar', 'Arm Thrust', 'Power Trip', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Stone Edge', 'Close Combat', 'Rock Slide', 'Sleep Talk', 'Throat Chop', 'Darkest Lariat', 'Helping Hand', 'Focus Energy', 'False Swipe', 'Slash', 'Rain Dance', 'Retaliate', 'Stomping Tantrum', 'Outrage', 'Quash', 'Rest', 'Hyper Voice', 'X-Scissor', 'Hammer Arm', 'Sunny Day', 'Rock Tomb', 'Work Up', 'Parting Shot', 'Scary Face', 'Circle Throw', 'Body Slam', 'Dark Pulse', 'Poison Jab', 'Mega Kick', 'Round', 'Payback', 'Quick Guard', 'Dig', 'Iron Head', 'Crunch', 'Entrainment', 'Giga Impact', 'Bullet Punch', 'Facade', 'Drain Punch', 'Reversal', 'Attract', 'Snarl', 'Ice Punch', 'Beat Up', 'Substitute', 'Lash Out', 'Grass Knot', 'Gunk Shot', 'Dragon Claw', 'Low Sweep', 'Protect', 'Tackle', 'Revenge', 'Superpower'}"
Furfrou,0676,['Normal'],1.2 m (3′11″),28.0 kg (61.7 lbs),['Fur Coat'],75,80,60,65,90,102,472,"{'Sucker Punch', 'Tail Whip', 'Sand Attack', 'Charge Beam', 'Rock Smash', 'Rest', 'Hyper Voice', 'Return', 'Dig', 'Iron Tail', 'Giga Impact', 'Sunny Day', 'Wild Charge', 'Endeavor', 'Mimic', 'Work Up', 'Growl', 'Roar', 'Baby-Doll Eyes', 'Bite', 'Facade', 'Sleep Talk', 'Echoed Voice', 'Flash', 'Double Team', 'Attract', 'Snarl', 'Toxic', 'Role Play', 'Helping Hand', 'Swagger', 'U-turn', 'Frustration', 'Odor Sleuth', 'Cotton Guard', 'Headbutt', 'Zen Headbutt', 'Substitute', 'Snore', 'Dark Pulse', 'Surf', 'Confide', 'Grass Knot', 'Rain Dance', 'Captivate', 'Retaliate', 'Secret Power', 'Protect', 'Refresh', 'Round', 'Tackle', 'Take Down', 'Charm', 'Hidden Power', 'Last Resort', 'Thunder Wave', 'Uproar'}"
Espurr,0677,['Psychic'],0.3 m (1′00″),3.5 kg (7.7 lbs),"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,48,54,63,60,68,355,"{'Psychic Noise', 'Calm Mind', 'Charge Beam', 'Rest', 'Leer', 'Disarming Voice', 'Sunny Day', 'Reflect', 'Facade', 'Sleep Talk', 'Nasty Plot', 'Skill Swap', 'Thunderbolt', 'Tickle', 'Psyshock', 'Swift', 'Covet', 'Psychic', 'Helping Hand', 'Psych Up', 'Confusion', 'Tera Blast', 'Zen Headbutt', 'Fake Tears', 'Trick Room', 'Endure', 'Substitute', 'Dark Pulse', 'Energy Ball', 'Fake Out', 'Rain Dance', 'Trick', 'Gravity', 'Expanding Force', 'Light Screen', 'Yawn', 'Protect', 'Shadow Ball', 'Psybeam', 'Charm', 'Scratch', 'Play Rough', 'Thunder Wave'}"
Meowstic,0678,['Psychic'],0.6 m (2′00″),8.5 kg (18.7 lbs),"['Keen Eye', 'Infiltrator', 'Prankster']",74,48,76,83,81,104,466,set()
Honedge,0679,"['Steel', 'Ghost']",0.8 m (2′07″),2.0 kg (4.4 lbs),['No Guard'],45,80,100,35,37,28,325,"{'Wide Guard', 'Shadow Claw', 'Iron Defense', 'Rest', 'Iron Head', 'Power Trick', 'Brick Break', 'Reflect', 'Close Combat', 'Rock Slide', 'Facade', 'Psycho Cut', 'Sleep Talk', 'Solar Blade', 'Destiny Bond', 'Aerial Ace', 'Reversal', 'Screech', 'Sacred Sword', 'Attract', 'Brutal Swing', 'False Swipe', 'Night Slash', 'Shadow Sneak', 'Substitute', 'Endure', 'Snore', 'Autotomize', 'Slash', 'Rain Dance', 'Retaliate', 'Protect', 'Flash Cannon', 'Round', 'Tackle', 'Gyro Ball', 'Metal Sound', 'Fury Cutter', 'Block', 'Swords Dance'}"
